epoch,accuracy,auc,f1_score,loss,lr,precision,recall,val_accuracy,val_auc,val_f1_score,val_loss,val_precision,val_recall
0,0.8545606732368469,0.6780771613121033,0.2024398148059845,3.6439225673675537,1e-04,0.3230648338794708,0.14928022027015686,0.8726784586906433,0.7833756804466248,0.29783567786216736,2.3273112773895264,0.4795154929161072,0.21737726032733917
1,0.8674795627593994,0.7601930499076843,0.2795938551425934,3.1322314739227295,1e-04,0.43664005398750305,0.20730674266815186,0.879461407661438,0.8156229257583618,0.33129245042800903,2.158111572265625,0.53973388671875,0.24240955710411072
2,0.8741229772567749,0.7876274585723877,0.3061453700065613,2.9236879348754883,1e-04,0.4922872483730316,0.2239203155040741,0.883377730846405,0.8319516777992249,0.3584209680557251,2.0645182132720947,0.5728837251663208,0.26340439915657043
3,0.8772127628326416,0.8038710951805115,0.32040590047836304,2.8004543781280518,1e-04,0.5197126269340515,0.23335617780685425,0.8850129246711731,0.8350129723548889,0.37222403287887573,2.038339138031006,0.5846994519233704,0.276485800743103
4,0.881310760974884,0.8179121017456055,0.335315465927124,2.687368631362915,1e-04,0.5583628416061401,0.24150167405605316,0.8873142600059509,0.8478708267211914,0.379565566778183,1.9489189386367798,0.6071679592132568,0.27906978130340576
5,0.8828783631324768,0.8250930905342102,0.338701456785202,2.611424684524536,1e-04,0.5747918486595154,0.24218718707561493,0.890887439250946,0.8549705147743225,0.3927997052669525,1.8852612972259521,0.6430388689041138,0.28569120168685913
6,0.8842594623565674,0.8316580653190613,0.3432133197784424,2.547978162765503,1e-04,0.589374303817749,0.24424372613430023,0.8902212381362915,0.8573378324508667,0.3848439157009125,1.8558933734893799,0.6398367881774902,0.278585284948349
7,0.8872081637382507,0.8399190306663513,0.3569510877132416,2.4757511615753174,1e-04,0.6195458769798279,0.2530747354030609,0.8924014568328857,0.8589011430740356,0.40128642320632935,1.8250243663787842,0.6568413376808167,0.2915051579475403
8,0.8876718878746033,0.8442453145980835,0.3639286160469055,2.4302897453308105,1e-04,0.6213554739952087,0.2595265805721283,0.890625,0.8576859831809998,0.3957407474517822,1.814997911453247,0.6366525292396545,0.29118216037750244
9,0.8893806338310242,0.8494897484779358,0.3719978332519531,2.3713104724884033,1e-04,0.6387780904769897,0.2647687494754791,0.8913517594337463,0.8623349666595459,0.39416244626045227,1.7712857723236084,0.6482430696487427,0.286014199256897
10,0.8902022242546082,0.8535385727882385,0.3773409426212311,2.3338770866394043,1e-04,0.6464077830314636,0.2684785723686218,0.8922197818756104,0.8608863949775696,0.4032132625579834,1.7624355554580688,0.6517253518104553,0.29586562514305115
11,0.8899350762367249,0.8560881018638611,0.37298041582107544,2.2958199977874756,1e-04,0.6458600163459778,0.2645267844200134,0.8929667472839355,0.8677316904067993,0.39537909626960754,1.707903265953064,0.6690729260444641,0.28439921140670776
12,0.8911800980567932,0.8593521118164062,0.37966296076774597,2.2599124908447266,1e-04,0.6585968136787415,0.2687608301639557,0.8924014568328857,0.8617876768112183,0.412312775850296,1.7301888465881348,0.6477038860321045,0.30523255467414856
13,0.8920470476150513,0.8619411587715149,0.38831597566604614,2.229253053665161,1e-04,0.6636979579925537,0.27646276354789734,0.8940972089767456,0.868009626865387,0.4082980155944824,1.675166368484497,0.6740249991416931,0.29586562514305115
14,0.8924704790115356,0.8639647960662842,0.39080503582954407,2.2023463249206543,1e-04,0.6676339507102966,0.2783176600933075,0.893410861492157,0.8682363033294678,0.40813300013542175,1.6630971431732178,0.6639108657836914,0.29828810691833496
15,0.8933878540992737,0.8685702681541443,0.3966342806816101,2.1616835594177246,1e-04,0.6753509044647217,0.2832775413990021,0.8966004252433777,0.8732619285583496,0.4341110289096832,1.6256861686706543,0.683093786239624,0.3223514258861542
16,0.894416093826294,0.8698505163192749,0.4082581698894501,2.1429758071899414,1e-04,0.679429829120636,0.29408442974090576,0.8957526087760925,0.8746949434280396,0.4260670244693756,1.6063045263290405,0.6792189478874207,0.31459948420524597
17,0.8942295908927917,0.8704423904418945,0.40560558438301086,2.124429225921631,1e-04,0.6795294284820557,0.29114076495170593,0.8940568566322327,0.8725258111953735,0.4171106517314911,1.6079093217849731,0.6656140089035034,0.306363046169281
18,0.8950461745262146,0.8719022274017334,0.4112795293331146,2.106855869293213,1e-04,0.6861368417739868,0.29557642340660095,0.8965398669242859,0.8781355023384094,0.4326612055301666,1.5686566829681396,0.6850503087043762,0.31895995140075684
19,0.8946378827095032,0.8722509145736694,0.4098876416683197,2.096590757369995,1e-04,0.6811082363128662,0.29541513323783875,0.8957526087760925,0.8756257891654968,0.42671191692352295,1.5722441673278809,0.6797202825546265,0.3139534890651703
20,0.8952276110649109,0.8746426105499268,0.4121890068054199,2.0707197189331055,1e-04,0.6874358057975769,0.29674583673477173,0.8966004252433777,0.8771268725395203,0.4338929355144501,1.5558065176010132,0.6837225556373596,0.32154393196105957
21,0.8960492610931396,0.8766785264015198,0.41874000430107117,2.0487139225006104,1e-04,0.6927621960639954,0.30259284377098083,0.8974887132644653,0.874438464641571,0.4408442974090576,1.5633639097213745,0.6895847320556641,0.3271963894367218
22,0.8965331315994263,0.8773537874221802,0.4235396385192871,2.0384535789489746,1e-04,0.6953182220458984,0.30662527680397034,0.8957929611206055,0.877328097820282,0.429728239774704,1.542082667350769,0.6762491464614868,0.31912145018577576
23,0.8969615697860718,0.8771401047706604,0.4270048141479492,2.0297887325286865,1e-04,0.697919487953186,0.3097705543041229,0.8971253037452698,0.8797053694725037,0.4347432255744934,1.5194287300109863,0.6902777552604675,0.3210594356060028
24,0.8971430063247681,0.879690408706665,0.42784789204597473,2.0062081813812256,1e-04,0.6995548009872437,0.31049638986587524,0.8975492715835571,0.8810344934463501,0.43281182646751404,1.504982829093933,0.6968628764152527,0.3192829489707947
25,0.8978235125541687,0.8818039894104004,0.4345129430294037,1.9854921102523804,1e-04,0.7018904685974121,0.31739184260368347,0.8973877429962158,0.8812327980995178,0.4402647018432617,1.4976146221160889,0.688285231590271,0.3273578882217407
26,0.8979495167732239,0.8810345530509949,0.4357130825519562,1.9824854135513306,1e-04,0.7026978731155396,0.31823864579200745,0.897327184677124,0.8821700811386108,0.4371946156024933,1.4877324104309082,0.6904270052909851,0.32380491495132446
27,0.8975462913513184,0.8820028305053711,0.4341094493865967,1.9697489738464355,1e-04,0.6985352635383606,0.31731116771698,0.8962370753288269,0.8805624842643738,0.4420834481716156,1.491379737854004,0.6715590357780457,0.3325258493423462
28,0.8976874351501465,0.8830155730247498,0.4343085289001465,1.9605212211608887,1e-04,0.700204610824585,0.31739184260368347,0.8960554003715515,0.8758739233016968,0.4370683431625366,1.5089917182922363,0.6728538274765015,0.3278423845767975
29,0.8981561660766602,0.8827753663063049,0.43940243124961853,1.9573107957839966,1e-04,0.7014912366867065,0.3224726915359497,0.8973070383071899,0.8835610151290894,0.4436195492744446,1.4653886556625366,0.6838602423667908,0.3318798542022705
30,0.898055374622345,0.8844190239906311,0.4369978606700897,1.9397517442703247,1e-04,0.7026045322418213,0.31981128454208374,0.8985788226127625,0.8833160400390625,0.45389479398727417,1.459727168083191,0.6910994648933411,0.341085284948349
31,0.8982065916061401,0.8842803239822388,0.4400307834148407,1.9368332624435425,1e-04,0.7016115188598633,0.32303720712661743,0.8984778523445129,0.8829822540283203,0.44753316044807434,1.4577040672302246,0.696253776550293,0.3331718444824219
32,0.8986501693725586,0.886539876461029,0.4444325566291809,1.915290355682373,1e-04,0.7029762864112854,0.32763418555259705,0.896761953830719,0.880925714969635,0.44658955931663513,1.4661844968795776,0.6732004880905151,0.33833980560302734
33,0.899769127368927,0.8871914744377136,0.4518587291240692,1.9075512886047363,1e-04,0.7117008566856384,0.33307793736457825,0.897024393081665,0.8830747604370117,0.44068747758865356,1.4514834880828857,0.6827470660209656,0.32913437485694885
34,0.899940550327301,0.8884003758430481,0.45448848605155945,1.8945717811584473,1e-04,0.7106248736381531,0.3365861475467682,0.8962370753288269,0.880321204662323,0.4511946439743042,1.4637678861618042,0.6634555459022522,0.3447997272014618
35,0.8991743326187134,0.8876562118530273,0.4495667815208435,1.8967571258544922,1e-04,0.7049222588539124,0.3326343894004822,0.8969840407371521,0.8836581110954285,0.44008758664131165,1.440493106842041,0.6825343370437622,0.328811377286911
36,0.9000362753868103,0.888718843460083,0.45522674918174744,1.8852202892303467,1e-04,0.7110922336578369,0.33735230565071106,0.8992248177528381,0.8846790194511414,0.4640005826950073,1.4317498207092285,0.6895135641098022,0.35255166888237
37,0.8995876908302307,0.8877785801887512,0.45556968450546265,1.8904078006744385,1e-04,0.7042713761329651,0.33908626437187195,0.8991844058036804,0.8850040435791016,0.4570254385471344,1.4270004034042358,0.6956237554550171,0.3439922332763672
38,0.899779200553894,0.8886387944221497,0.45413774251937866,1.8795831203460693,1e-04,0.7085171341896057,0.33678776025772095,0.8979731798171997,0.8828200101852417,0.4588873088359833,1.4371585845947266,0.6783698797225952,0.3494831919670105
39,0.8987610340118408,0.8889279365539551,0.4491313397884369,1.874446988105774,1e-04,0.6995090842247009,0.33323925733566284,0.8983971476554871,0.8854781985282898,0.4514804184436798,1.4185965061187744,0.6909390687942505,0.3386628031730652
40,0.9003689885139465,0.8919869661331177,0.46100085973739624,1.8519535064697266,1e-04,0.7090984582901001,0.34412679076194763,0.8989623785018921,0.8851085901260376,0.4497638940811157,1.4148751497268677,0.700574517250061,0.3347868323326111
41,0.9009234309196472,0.8911718726158142,0.4636525511741638,1.8561326265335083,1e-04,0.7136329412460327,0.3463849425315857,0.899810254573822,0.8870051503181458,0.4497936964035034,1.4034783840179443,0.7129982709884644,0.33220285177230835
42,0.9002429246902466,0.8922742009162903,0.46014097332954407,1.8450385332107544,1e-04,0.7083194851875305,0.3433202803134918,0.8988008499145508,0.885771632194519,0.45987626910209656,1.40983247756958,0.6879183650016785,0.348514199256897
43,0.9003588557243347,0.8920310139656067,0.4606516659259796,1.8404911756515503,1e-04,0.7095028162002563,0.34352192282676697,0.8991440534591675,0.8874349594116211,0.46106502413749695,1.397591233253479,0.6914212703704834,0.3488371968269348
44,0.9009335041046143,0.8918117880821228,0.4666312634944916,1.8408409357070923,1e-04,0.7109125256538391,0.34965118765830994,0.8975290656089783,0.8813053369522095,0.46092724800109863,1.4310253858566284,0.670121967792511,0.3549741506576538
45,0.9011754393577576,0.8930074572563171,0.46788397431373596,1.8300117254257202,1e-04,0.7127058506011963,0.3508206009864807,0.8986595869064331,0.8863776326179504,0.4695892632007599,1.3983954191207886,0.6772534847259521,0.36159560084342957
46,0.9012510776519775,0.8937390446662903,0.4698111116886139,1.8232684135437012,1e-04,0.7113293409347534,0.35344168543815613,0.8977107405662537,0.883238673210144,0.4548622965812683,1.4101176261901855,0.678401529788971,0.3454457223415375
47,0.9021533131599426,0.8940460681915283,0.4746222198009491,1.8161377906799316,1e-04,0.7184332013130188,0.35723215341567993,0.8987807035446167,0.8854454755783081,0.4649009704589844,1.3985413312911987,0.6824659109115601,0.3557816445827484
48,0.9004949927330017,0.8934503793716431,0.4656917154788971,1.8174774646759033,1e-04,0.7054427266120911,0.3501754105091095,0.8991037011146545,0.8870377540588379,0.45972123742103577,1.3868201971054077,0.6915917992591858,0.3480297029018402
49,0.9017450213432312,0.895430326461792,0.4723592698574066,1.8024325370788574,1e-04,0.7157963514328003,0.3548530042171478,0.8989623785018921,0.8860750198364258,0.459981232881546,1.3893519639968872,0.6896772384643555,0.348514199256897
